Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price
Mercedes-Benz,Luxury Sedan,05-Oct-2012,2yrs 6mths 16days COE left),14060,92046,740,36824,73501,1595,1485,2012,Auto,30160,30160,115,1,50900
Audi,Luxury Sedan,28-Nov-2014,4yrs 8mths 9days COE left),N.A,N.A,976,N.A,72201,1798,1545,2014,Auto,28950,22530,125,1,N.A
Mitsubishi,Truck,11-Jun-2009,4yrs 1mth 12days COE left),5780,417000,N.A,11027,13380,2977,2500,2009,Manual,32074,1604,2,N.A,23800
Mazda,Luxury Sedan,23-Sep-2015,5yrs 6mths 4days COE left),9520,76000,1210,49352,61001,1998,1454,2015,Auto,20660,20924,121,3,63000
Honda,Hatchback,14-Mar-2016,5yrs 11mths 23days COE left),N.A,N.A,684,N.A,51301,1498,1046,2015,Auto,15520,10520,96,1,N.A
Honda,Stationwagon,01-Aug-2007,2yrs 4mths 13days COE left),N.A,N.A,887,N.A,24100,1496,1180,2006,Auto,14437,15881,81,2,N.A
BMW,Luxury Sedan,15-Mar-2010,10yrs  COE left),5760,145000,1208,N.A,N.A,1995,1390,2009,Auto,29516,29516,100,4,57666
Toyota,Bus/Mini Bus,07-Aug-2017,7yrs 4mths 19days COE left),9040,75200,N.A,29713,40212,2982,2140,2017,Auto,43285,2165,1,N.A,66800
Toyota,MPV,06-Jul-2009,4yrs 3mths 17days COE left),8320,N.A,1071,18447,21443,1797,1340,2009,Auto,21851,21851,106,2,35800
Audi,Luxury Sedan,15-Aug-2013,3yrs 4mths 27days COE left),N.A,N.A,976,N.A,77600,1798,1545,2013,Auto,36136,32591,125,2,N.A
Toyota,Mid-Sized Sedan,07-Dec-2018,8yrs 8mths 18days COE left),11860,18004,1210,59004,30959,1998,1690,2017,Auto,36180,42652,170,1,124800
Honda,SUV,07-Aug-2019,9yrs 4mths 19days COE left),7760,5457,682,35379,26667,1496,1190,2019,Auto,22698,13778,96,1,79800
BMW,Hatchback,30-Nov-2015,5yrs 8mths 11days COE left),N.A,N.A,1182,N.A,60689,1496,1350,2015,Auto,24591,11428,85,1,N.A
Volvo,SUV,27-Sep-2011,1yr 6mths 8days COE left),N.A,N.A,1824,N.A,64889,2521,2094,2011,Auto,52219,52219,154,1,N.A
BMW,Hatchback,28-Apr-2017,7yrs 1mth 9days COE left),18910,23671,2384,70408,54000,2998,1475,2017,Auto,36191,42668,250,1,155800
Toyota,MPV,10-Jun-2015,5yrs 2mths 22days COE left),N.A,N.A,1638,N.A,75000,2362,1790,2015,Auto,30616,34863,125,1,N.A
BMW,SUV,30-Aug-2019,9yrs 5mths 11days COE left),N.A,N.A,1210,N.A,40002,1998,1660,2019,Auto,43354,52696,135,1,N.A
Honda,Hatchback,13-Feb-2020,9yrs 10mths 25days COE left),6510,N.A,578,34233,30010,1317,1030,2019,Auto,15982,5982,73,1,67500
Renault,MPV,20-Dec-2018,8yrs 9mths 1day COE left),N.A,N.A,1148,N.A,25000,1461,1540,2018,Auto,25440,17616,81,1,N.A
Toyota,Van,25-Feb-2020,9yrs 11mths 6days COE left),6640,N.A,N.A,20420,20533,2754,1800,2018,Auto,35645,1783,1,N.A,65988
Toyota,Van,13-Feb-2020,9yrs 10mths 25days COE left),6750,N.A,N.A,20673,20856,2982,1700,2019,Manual,28138,1407,1,N.A,66888
Audi,Hatchback,05-Feb-2018,7yrs 10mths 17days COE left),N.A,N.A,392,N.A,36890,999,1275,2017,Auto,24162,25827,85,1,N.A
Nissan,Van,13-Sep-2018,8yrs 5mths 25days COE left),N.A,N.A,N.A,N.A,30389,1461,1260,2018,Manual,21101,1056,1,N.A,N.A
Peugeot,MPV,11-Mar-2016,5yrs 11mths 20days COE left),7940,98000,1244,37920,45000,1560,1520,2015,Auto,23339,14675,84,1,54800
Toyota,SUV,04-May-2017,7yrs 1mth 15days COE left),11180,53000,1196,59901,54406,1986,1610,2016,Auto,29396,28155,111,1,93800
Kia,Sports Car,23-Feb-2010,4yrs 11mths 4days COE left),N.A,N.A,738,N.A,16519,1591,1232,2009,Auto,15754,15754,92,3,N.A
Subaru,SUV,25-Feb-2016,5yrs 11mths 6days COE left),N.A,N.A,744,N.A,46651,1600,1480,2015,Auto,15274,15274,84,1,N.A
Audi,Luxury Sedan,18-Jan-2018,7yrs 9mths 30days COE left),N.A,N.A,392,N.A,41400,999,1280,2017,Auto,23892,25449,85,1,N.A
Nissan,SUV,14-Jul-2011,1yr 3mths 25days COE left),N.A,N.A,742,N.A,53390,1598,1210,2011,Auto,21344,21344,86,2,N.A
Mitsubishi,SUV,25-Nov-2015,5yrs 8mths 6days COE left),N.A,N.A,1636,N.A,62140,2360,1530,2015,Auto,20152,20213,123,1,N.A
Hyundai,Mid-Sized Sedan,27-Jan-2016,5yrs 10mths 8days COE left),N.A,N.A,738,N.A,51301,1591,1292,2015,Auto,15245,15245,97,1,N.A
Toyota,Mid-Sized Sedan,17-May-2010,5yrs  COE left),N.A,N.A,742,N.A,N.A,1598,1195,2010,Auto,16716,16716,80,2,N.A
Mercedes-Benz,Luxury Sedan,04-Oct-2010,6mths 15days COE left),N.A,N.A,974,N.A,42501,1796,1650,2010,Auto,55808,55808,150,2,N.A
Rolls-Royce,Luxury Sedan,16-May-2013,3yrs 1mth 27days COE left),N.A.,N.A,8004,N.A,91910,6592,2435,2012,Auto,267091,267091,420,3,420000
Lamborghini,Sports Car,06-May-2011,1yr 1mth 17days COE left),N.A,N.A,5834,N.A,N.A,5204,1500,2011,Auto,219969,219969,412,5,N.A
Kia,Mid-Sized Sedan,02-Mar-2010,5yrs  COE left),N.A,N.A,738,N.A,N.A,1591,1251,2009,Auto,14464,14464,92,3,N.A
Porsche,Sports Car,08-Feb-2013,2yrs 10mths 20days COE left),28430,90523,3332,93214,95990,3605,1835,2012,Auto,109071,109071,224,2,136800
Mercedes-Benz,Luxury Sedan,27-Dec-2018,8yrs 9mths 8days COE left),11960,19790,740,49056,25501,1595,1430,2018,Auto,31108,35552,90,1,122800
Kia,Sports Car,17-Mar-2010,5yrs  COE left),6760,N.A,238,N.A,N.A,1591,1207,2010,Manual,14154,14154,92,2,33800
BMW,SUV,30-Jul-2010,10yrs  COE left),6650,110000,1208,N.A,N.A,1995,1455,2010,Auto,28525,28525,110,4,66500
Jaguar,Luxury Sedan,31-Aug-2018,8yrs 5mths 12days COE left),N.A,N.A,1210,N.A,32429,1998,1679,2018,Auto,36829,43561,147,1,N.A
Nissan,SUV,05-May-2016,6yrs 1mth 16days COE left),N.A,N.A,1210,N.A,47000,1997,1626,2016,Auto,22509,23513,106,1,N.A
Volkswagen,Hatchback,30-Apr-2010,5yrs  COE left),N.A,N.A,620,N.A,N.A,1390,1241,2010,Auto,21903,21903,90,2,N.A
Mercedes-Benz,SUV,22-Nov-2019,9yrs 8mths 3days COE left),N.A,N.A,N.A,N.A,39700,2999,2220,2019,Auto,82331,120196,286,1,N.A
Mazda,Hatchback,19-Nov-2015,5yrs 8mths  COE left),8250,54000,682,36296,56001,1496,1036,2015,Auto,16028,6028,85,1,49800
Mitsubishi,Mid-Sized Sedan,12-Apr-2006,1yr 24days COE left),N.A,N.A,1028,N.A,23039,1584,1162,2006,Auto,12317,10613,79,1,N.A
Mazda,MPV,27-Aug-2015,5yrs 5mths 8days COE left),N.A,N.A,1210,N.A,60789,1998,1535,2015,Auto,17533,17533,111,1,N.A
Mercedes-Benz,Luxury Sedan,13-May-2010,10yrs  COE left),7580,N.A,974,N.A,N.A,1796,1615,2010,Auto,52976,52976,135,2,75800
Mercedes-Benz,MPV,21-Jan-2011,10yrs  COE left),N.A,N.A,2382,N.A,N.A,2996,2175,2010,Auto,70265,70265,170,3,N.A
Mitsubishi,Mid-Sized Sedan,05-Jul-2017,7yrs 3mths 16days COE left),N.A,N.A,738,N.A,45201,1590,1284,2017,Auto,12523,12523,86,1,N.A
Land,SUV,22-Mar-2019,9yrs 3days COE left),N.A,N.A,1210,N.A,36961,1997,1983,2018,Auto,73262,103872,184,1,N.A
Land,SUV,19-Mar-2019,9yrs  COE left),N.A,N.A,1210,N.A,36961,1997,1983,2019,Auto,73908,105035,184,1,N.A
Mercedes-Benz,Luxury Sedan,22-Jul-2010,10yrs  COE left),N.A,N.A,974,N.A,N.A,1796,1650,2010,Auto,43524,43524,150,1,N.A
Volkswagen,Mid-Sized Sedan,12-Jun-2014,4yrs 2mths 24days COE left),N.A,N.A,620,N.A,65689,1390,1417,2013,Auto,19399,9399,90,1,N.A
Toyota,Mid-Sized Sedan,12-Jan-2009,3yrs 9mths 24days COE left),N.A,N.A,752,N.A,13024,1497,1095,2008,Auto,11900,11900,80,2,N.A
Mercedes-Benz,Luxury Sedan,03-Oct-2008,8yrs 4mths 13days COE left),7020,N.A,2153,30895,36888,2496,1560,2008,Auto,34023,34023,150,4,58800
Peugeot,MPV,30-Aug-2016,6yrs 5mths 11days COE left),8850,56346,1244,45953,53334,1560,1500,2016,Auto,23849,15389,88,1,64800
Hyundai,Mid-Sized Sedan,06-Mar-2015,4yrs 11mths 15days COE left),N.A,N.A,738,N.A,57199,1591,1292,2014,Auto,14592,14592,97,1,N.A
Subaru,SUV,22-May-2018,8yrs 2mths 3days COE left),N.A,N.A,1208,N.A,38039,1995,1591,2018,Auto,13488,13488,110,1,N.A
Toyota,MPV,02-Mar-2010,5yrs  COE left),N.A,N.A,1198,N.A,N.A,1987,1380,2010,Auto,22003,22003,106,2,N.A
Mercedes-Benz,SUV,14-Jan-2019,8yrs 9mths 26days COE left),15970,19000,1202,67221,32302,1991,1705,2018,Auto,42569,51597,135,1,166800
Honda,SUV,13-Jan-2017,6yrs 9mths 25days COE left),8370,52128,682,44186,50101,1496,1190,2016,Auto,22375,13325,96,1,63800
Volkswagen,Hatchback,31-Aug-2018,8yrs 5mths 12days COE left),7620,14500,392,41048,31997,999,1257,2018,Auto,18649,18649,81,1,73800
Honda,MPV,12-Jan-2009,3yrs 9mths 24days COE left),7540,148886,1076,11968,15668,1799,1350,2008,Auto,21227,21227,103,3,28800
Toyota,Mid-Sized Sedan,29-Dec-2008,8yrs 9mths 10days COE left),4640,N.A,821,24225,27571,1497,1095,2008,Auto,11900,2724,80,3,40800
Mitsubishi,Mid-Sized Sedan,27-Aug-2007,2yrs 5mths 8days COE left),7290,158000,889,11083,22700,1499,1313,2007,Auto,15726,17299,80,3,17800
Peugeot,Van,30-Jun-2010,5yrs  COE left),3960,N.A,N.A,N.A,N.A,1560,1360,2009,Manual,19757,988,1,N.A,19800
Toyota,MPV,06-Dec-2016,6yrs 8mths 17days COE left),9350,29000,976,50586,53001,1798,1360,2016,Auto,19955,19955,105,1,72800
Mercedes-Benz,Luxury Sedan,20-Feb-2017,6yrs 11mths 1day COE left),12890,67000,740,68402,56410,1595,1425,2016,Auto,37206,39089,115,2,108888
Honda,Hatchback,03-Mar-2010,5yrs  COE left),N.A,N.A,90,N.A,N.A,1339,1060,2008,Auto,18638,18638,73,2,N.A
BMW,Sports Car,12-Jun-2017,7yrs 2mths 24days COE left),N.A,N.A,684,N.A,53001,1499,1360,2017,Auto,29678,28550,100,2,N.A
Audi,Luxury Sedan,15-Jul-2014,4yrs 3mths 26days COE left),12950,68000,1194,55915,63001,1984,1565,2014,Auto,38531,40944,132,1,76500
Toyota,MPV,29-Jul-2014,4yrs 4mths 10days COE left),12840,76000,1638,61464,64889,2362,1775,2014,Auto,39534,47348,125,1,79700
Toyota,Luxury Sedan,10-Jan-2008,7yrs 9mths 22days COE left),N.A,N.A,2158,N.A,52271,2499,1500,2007,Auto,26100,28710,158,2,N.A
Mercedes-Benz,Luxury Sedan,29-Apr-2011,1yr 1mth 10days COE left),N.A,N.A,742,N.A,44000,1597,1500,2011,Auto,30295,30295,115,3,N.A
Toyota,Mid-Sized Sedan,26-Oct-2015,5yrs 7mths 7days COE left),N.A,N.A,742,N.A,56001,1598,1205,2015,Auto,19589,19589,90,1,N.A
Mercedes-Benz,Luxury Sedan,03-Oct-2011,1yr 6mths 14days COE left),N.A,N.A,974,N.A,63002,1796,1650,2011,Auto,54956,54956,150,2,N.A
Honda,Hatchback,07-Apr-2010,9yrs 9mths 13days COE left),6820,N.A,684,31319,31976,1497,1115,2008,Manual,21360,21360,88,5,66800
BMW,Hatchback,24-Oct-2019,9yrs 7mths 5days COE left),11830,3500,684,67221,40001,1499,1320,2019,Auto,33141,38398,103,1,132800
Toyota,Mid-Sized Sedan,03-May-2007,2yrs 1mth 14days COE left),N.A,N.A,889,N.A,25333,1497,1020,2006,Auto,12237,13461,80,2,N.A
Honda,Mid-Sized Sedan,29-Sep-2016,6yrs 6mths 10days COE left),N.A,N.A,684,N.A,51010,1498,1324,2016,Auto,26078,23510,127,1,N.A
Toyota,MPV,17-Mar-2017,6yrs 11mths 26days COE left),N.A,N.A,976,N.A,50621,1798,1360,2017,Auto,19955,19955,105,1,N.A
Honda,Mid-Sized Sedan,16-Mar-2018,7yrs 11mths 26days COE left),8500,25853,742,48653,42339,1597,1249,2018,Auto,19724,19724,92,1,77800
Mercedes-Benz,Hatchback,25-Aug-2014,4yrs 5mths 6days COE left),11110,95000,740,39950,63190,1595,1425,2014,Auto,25004,17006,90,1,57800
Mercedes-Benz,SUV,26-Feb-2020,9yrs 11mths 7days COE left),19810,10,N.A,95687,36000,1991,N.A,2019,Auto,59907,79833,200,1,236988
Renault,Sports Car,12-Jan-2012,1yr 9mths 24days COE left),10350,150000,1210,27322,65700,1997,1540,2011,Auto,27945,27945,103,2,32800
Proton,MPV,29-Oct-2010,5yrs  COE left),N.A,N.A,742,N.A,N.A,1597,1422,2010,Manual,12592,12592,93,1,N.A
BMW,Luxury Sedan,30-May-2019,9yrs 2mths 11days COE left),14560,11000,1210,81948,47000,1998,1540,2018,Auto,42566,51593,135,1,159800
Toyota,Mid-Sized Sedan,25-Aug-2016,6yrs 5mths 6days COE left),7990,41000,682,39363,53334,1496,1090,2016,Auto,16700,6700,80,2,54800
Honda,MPV,18-Jul-2007,2yrs 3mths 29days COE left),8450,123000,1271,12234,26237,1799,1350,2007,Auto,17209,18930,103,4,19700
BMW,Luxury Sedan,28-Jun-2010,3mths 9days COE left),N.A,N.A,1796,N.A,42001,2497,1650,2010,Auto,36748,36748,150,2,N.A
Porsche,Sports Car,04-Mar-2011,10yrs  COE left),N.A,N.A,3068,N.A,N.A,3436,1450,2011,Auto,91109,91109,235,4,N.A
Land,SUV,10-May-2019,9yrs 1mth 21days COE left),20120,8500,N.A,96376,48010,1997,1893,2018,Auto,54412,69942,183,1,219000
Toyota,MPV,21-May-2007,2yrs 2mths 2days COE left),N.A,N.A,1573,N.A,26246,1998,1540,2007,Auto,24702,27173,110,3,N.A
Mitsubishi,Mid-Sized Sedan,19-Apr-2010,5yrs  COE left),N.A,N.A,684,N.A,N.A,1499,1313,2010,Auto,17666,17666,80,1,N.A
Volvo,Luxury Sedan,25-May-2012,2yrs 2mths 6days COE left),N.A,N.A,742,N.A,58001,1596,1627,2012,Auto,41016,41016,132,2,N.A
Kia,Mid-Sized Sedan,12-Nov-2010,7mths 24days COE left),N.A,N.A,238,N.A,17001,1591,1251,2009,Auto,13136,13136,92,1,N.A
Toyota,Truck,29-Dec-2014,4yrs 9mths 10days COE left),7900,N.A,N.A,9205,19243,2982,1740,2014,Manual,28833,1442,1,N.A,37800
Toyota,Mid-Sized Sedan,21-Feb-2017,6yrs 11mths 2days COE left),8770,57000,742,48542,48401,1598,1215,2016,Auto,19990,19990,90,1,70800
Volkswagen,MPV,25-Oct-2016,6yrs 7mths 6days COE left),N.A,N.A,1194,N.A,56410,1984,1790,2016,Auto,34287,40002,162,1,N.A
Chevrolet,MPV,15-Oct-2015,5yrs 6mths 26days COE left),7780,103444,604,45432,58801,1362,1650,2015,Auto,16843,16843,103,1,51800
Mercedes-Benz,Sports Car,02-Jul-2010,10yrs  COE left),9470,99600,974,N.A,N.A,1796,1695,2010,Auto,56608,56608,150,2,94800
Mazda,Luxury Sedan,17-Nov-2016,6yrs 7mths 29days COE left),9710,50044,1210,54119,57002,1998,1454,2016,Auto,21055,21477,121,2,75500
Mazda,Mid-Sized Sedan,24-Jul-2014,4yrs 4mths 5days COE left),N.A,N.A,682,N.A,61990,1496,1339,2014,Auto,15859,5859,88,1,N.A
Honda,Luxury Sedan,17-Jan-2007,1yr 9mths 29days COE left),N.A,N.A,1573,N.A,26330,1998,1370,2006,Auto,21408,23549,114,5,N.A
Mazda,Mid-Sized Sedan,12-Feb-2015,4yrs 10mths 24days COE left),N.A,N.A,682,N.A,67089,1496,1339,2014,Auto,14282,5000,88,1,N.A
Kia,Mid-Sized Sedan,13-Aug-2015,5yrs 4mths 25days COE left),7710,88919,738,41061,56209,1591,1295,2015,Auto,14236,14236,95,1,48800
BMW,Hatchback,06-Sep-2013,3yrs 5mths 18days COE left),11430,78000,742,38120,75556,1598,1310,2013,Auto,25948,18328,100,1,48800
Toyota,Mid-Sized Sedan,13-Jul-2006,1yr 3mths 12days COE left),N.A,N.A,958,N.A,23227,1497,1020,2006,Auto,12707,13978,80,4,N.A
Toyota,Mid-Sized Sedan,30-Mar-2017,7yrs 11days COE left),8390,N.A,682,38514,49430,1496,1140,2016,Auto,23232,5000,73,1,61500
Toyota,Mid-Sized Sedan,06-Jun-2014,4yrs 2mths 18days COE left),N.A,N.A,742,N.A,63190,1598,1205,2014,Auto,18759,13759,90,1,N.A
Land,SUV,23-Mar-2011,1yr 4days COE left),14510,109398,2686,29194,58890,3192,1845,2010,Auto,42255,42255,171,2,35800
Mitsubishi,Truck,11-Aug-2011,10yrs  COE left),5680,N.A,N.A,N.A,N.A,2477,1820,2011,Manual,21957,21957,1,N.A,56800
Jaguar,Luxury Sedan,16-Oct-2015,5yrs 6mths 27days COE left),N.A,N.A,1212,N.A,58801,1999,1585,2015,Auto,42142,50999,147,2,N.A
Honda,Hatchback,22-Jul-2008,3yrs 4mths 3days COE left),6280,150000,708,12423,18583,1339,1010,2008,Auto,11599,11599,73,3,21000
Mercedes-Benz,Luxury Sedan,21-Jun-2011,10yrs  COE left),N.A,N.A,742,N.A,N.A,1597,1500,2011,Auto,31019,31019,115,2,N.A
Volkswagen,Hatchback,11-Sep-2014,4yrs 5mths 23days COE left),N.A,N.A,508,N.A,64841,1197,1229,2014,Auto,18097,5000,77,1,N.A
BMW,Luxury Sedan,20-Dec-2010,9mths 1day COE left),N.A,N.A,1796,N.A,49890,2497,1650,2010,Auto,47251,47251,150,3,N.A
Volkswagen,Hatchback,11-Mar-2015,4yrs 11mths 20days COE left),7890,46721,508,34087,61410,1197,1139,2014,Auto,17436,5000,66,2,41800
Toyota,MPV,26-Jan-2018,7yrs 10mths 7days COE left),9930,9393,976,50565,45289,1798,1355,2017,Auto,19955,19955,105,1,88000
MINI,Hatchback,02-Jan-2015,4yrs 9mths 14days COE left),9680,110000,508,35411,63990,1198,1120,2014,Auto,21256,6759,75,1,49800
Jaguar,Luxury Sedan,19-Jun-2017,7yrs 3mths  COE left),N.A,N.A,1212,N.A,55000,1999,1585,2016,Auto,36255,42757,147,1,N.A
Chevrolet,Mid-Sized Sedan,13-Nov-2014,4yrs 7mths 25days COE left),N.A,N.A,604,N.A,70890,1362,1440,2014,Auto,15303,10303,103,1,N.A
Nissan,Truck,01-Mar-2010,5yrs  COE left),5760,N.A,N.A,N.A,N.A,2953,2500,2009,Manual,28316,1416,1,N.A,28800
Mercedes-Benz,Luxury Sedan,28-Dec-2009,9yrs 9mths 9days COE left),N.A,N.A,816,N.A,31976,1597,1500,2009,Auto,35875,35875,115,5,N.A
Honda,Mid-Sized Sedan,07-May-2007,7yrs 1mth 18days COE left),6420,125500,1573,37463,52491,1998,1312,2007,Auto,21116,23228,114,3,45800
Mercedes-Benz,Hatchback,10-Oct-2016,6yrs 6mths 21days COE left),10290,N.A,740,51523,52503,1595,1425,2016,Auto,25531,22744,90,2,78888
Mercedes-Benz,Sports Car,04-Jan-2017,6yrs 9mths 16days COE left),N.A,N.A,740,N.A,57508,1595,1475,2016,Auto,39138,41794,115,1,N.A
Honda,MPV,16-Mar-2009,8yrs 11mths 25days COE left),6310,N.A,1791,29707,33018,2354,1680,2009,Auto,37839,37839,132,3,56800
Porsche,Sports Car,11-Mar-2010,10yrs  COE left),N.A,N.A,5210,N.A,N.A,4806,2045,2010,Auto,184699,184699,368,2,N.A
Honda,Stationwagon,12-Dec-2016,6yrs 8mths 23days COE left),N.A,N.A,682,N.A,48000,1496,1130,2016,Auto,17977,7977,97,1,N.A
Mercedes-Benz,SUV,22-Nov-2018,8yrs 8mths 3days COE left),N.A,N.A,2382,N.A,33900,2996,2180,2018,Auto,72170,101906,245,1,N.A
Mercedes-Benz,Hatchback,23-Mar-2017,7yrs 4days COE left),24160,42000,1202,84157,53001,1991,1555,2016,Auto,50358,62645,280,1,200800
Nissan,Mid-Sized Sedan,27-Apr-2010,5yrs  COE left),N.A,N.A,684,N.A,N.A,1498,1175,2010,Auto,17464,17464,80,3,N.A
Honda,Stationwagon,18-May-2018,8yrs 1mth 29days COE left),7990,24000,682,38278,38600,1496,1130,2018,Auto,18990,8990,97,1,69800
Toyota,MPV,06-Dec-2016,6yrs 8mths 17days COE left),16440,70000,1792,71227,56206,2493,2030,2015,Auto,37574,44604,134,2,132800
BMW,SUV,12-Jul-2019,9yrs 3mths 23days COE left),N.A,N.A,1210,N.A,52502,1998,1720,2019,Auto,47402,58363,135,1,N.A
Mazda,Hatchback,24-Jan-2017,6yrs 10mths 5days COE left),N.A,N.A,682,N.A,50889,1496,1329,2016,Auto,19508,14508,88,1,N.A
Toyota,Mid-Sized Sedan,08-Jul-2008,3yrs 3mths 12days COE left),6390,N.A,818,12553,19107,1496,1130,2008,Auto,12494,12494,81,3,21000
Mercedes-Benz,Sports Car,21-Dec-2016,6yrs 9mths 2days COE left),N.A,N.A,740,N.A,57002,1595,1475,2016,Auto,40908,44272,115,1,N.A
Nissan,Mid-Sized Sedan,09-Jun-2010,2mths 21days COE left),N.A,N.A,684,N.A,30000,1498,1175,2010,Auto,18065,18065,80,2,N.A
Mercedes-Benz,SUV,27-Dec-2016,6yrs 9mths 8days COE left),N.A,N.A,1202,N.A,56000,1991,1735,2016,Auto,41176,49647,155,1,N.A
Toyota,Mid-Sized Sedan,12-Sep-2007,2yrs 4mths 13days COE left),N.A,N.A,887,N.A,24100,1496,1130,2007,Auto,13598,14958,81,1,N.A
Porsche,SUV,28-Jun-2018,8yrs 3mths 9days COE left),21920,24500,1194,97135,37000,1984,1845,2018,Auto,64808,88655,185,1,225888
Kia,Hatchback,14-Jul-2006,1yr 3mths 12days COE left),6850,N.A,619,5969,23227,1086,872,2006,Auto,8333,9167,47,2,8800
BMW,Luxury Sedan,11-Aug-2010,10yrs  COE left),N.A,N.A,1796,N.A,N.A,2497,1650,2010,Auto,38728,38728,150,1,N.A
Toyota,Mid-Sized Sedan,29-Mar-2010,5yrs  COE left),N.A,N.A,684,N.A,N.A,1497,1110,2010,Auto,13725,13725,80,1,N.A
Mazda,Mid-Sized Sedan,26-Apr-2017,7yrs 1mth 7days COE left),7760,25000,682,42713,50101,1496,1310,2017,Auto,14476,9476,88,2,59900
Audi,SUV,28-Aug-2019,9yrs 5mths 9days COE left),9970,2000,392,49773,32725,999,1315,2019,Auto,23666,25133,85,1,106800
Audi,Luxury Sedan,13-Feb-2012,1yr 10mths 25days COE left),11370,110000,976,32458,65700,1798,1450,2011,Auto,36237,36237,118,1,39800
Toyota,MPV,05-Nov-2015,5yrs 7mths 17days COE left),16590,120900,1792,65858,57501,2493,2030,2015,Auto,37574,44604,134,1,115800
Kia,Mid-Sized Sedan,29-Apr-2010,5yrs  COE left),9150,148000,738,N.A,N.A,1591,1251,2010,Auto,11398,11398,92,3,45800
BMW,Sports Car,18-Jun-2014,4yrs 2mths 30days COE left),23140,47632,1210,70625,67334,1997,1470,2014,Auto,51662,59992,180,2,128400
Volvo,SUV,30-Mar-2010,10yrs  COE left),7280,151000,1824,N.A,N.A,2521,2093,2009,Auto,52413,52413,154,2,72800
Mercedes-Benz,Luxury Sedan,24-Jun-2016,6yrs 3mths 5days COE left),15420,51800,1202,80523,49156,1991,1655,2015,Auto,52377,66279,135,1,129800
Mercedes-Benz,Sports Car,23-Apr-2013,3yrs 1mth 4days COE left),13970,153000,740,41407,64209,1595,1505,2013,Auto,32943,33121,115,2,59800
Subaru,SUV,24-Nov-2015,5yrs 8mths 5days COE left),8900,44800,1208,44959,59889,1995,1566,2015,Auto,14528,14528,110,1,57888
Toyota,MPV,02-Jul-2018,8yrs 3mths 13days COE left),N.A,N.A,N.A,N.A,39000,1798,1500,2017,Auto,30008,24012,100,1,N.A
Honda,SUV,17-Jan-2017,6yrs 9mths 29days COE left),8320,48485,682,41685,48000,1496,1190,2016,Auto,21308,11832,96,1,62800
Honda,MPV,11-Dec-2007,2yrs 8mths 22days COE left),N.A,N.A,1271,N.A,25925,1799,1370,2007,Auto,19068,20975,103,4,N.A
Hyundai,Luxury Sedan,07-Apr-2010,19days COE left),N.A,N.A,1210,N.A,19889,1998,1490,2010,Auto,19385,19385,121,3,N.A
Volkswagen,Mid-Sized Sedan,13-Aug-2010,4mths 25days COE left),N.A,N.A,620,N.A,36162,1390,1329,2010,Auto,20571,20571,90,2,N.A
BMW,Luxury Sedan,26-Aug-2011,1yr 5mths 7days COE left),N.A,N.A,2362,N.A,70890,2979,2015,2011,Auto,68987,68987,225,3,N.A
Nissan,Mid-Sized Sedan,31-Aug-2008,3yrs 5mths 12days COE left),5450,N.A,890,11805,17099,1597,1085,2007,Manual,11649,11649,81,1,18800
Jaguar,SUV,25-Jan-2019,8yrs 10mths 6days COE left),N.A,N.A,1210,N.A,33989,1997,1757,2018,Auto,29772,33681,147,1,N.A
Nissan,SUV,08-Mar-2016,5yrs 11mths 17days COE left),N.A,N.A,508,N.A,43000,1197,1285,2016,Auto,18974,13974,85,1,N.A
Mercedes-Benz,Sports Car,30-Jul-2012,2yrs 4mths 11days COE left),18130,N.A,974,55271,92010,1796,1725,2012,Auto,55860,55860,150,2,70800
Toyota,MPV,31-Jan-2007,1yr 10mths 12days COE left),7910,N.A,1264,9854,26330,1794,1300,2006,Auto,16113,17725,97,4,14800
Toyota,Mid-Sized Sedan,29-Aug-2009,4yrs 5mths 10days COE left),6290,N.A,752,13049,14664,1497,1095,2009,Auto,12717,12717,80,3,28000
Honda,Stationwagon,13-Dec-2017,7yrs 8mths 24days COE left),8430,25000,682,39629,42339,1496,1130,2016,Auto,19146,9146,97,1,69800
BMW,SUV,21-Nov-2012,2yrs 8mths 2days COE left),20930,130000,2362,62176,80001,2979,2145,2012,Auto,67937,67937,225,1,90000
Mercedes-Benz,Luxury Sedan,11-Jun-2012,2yrs 2mths 23days COE left),12390,70000,742,29347,50001,1597,1500,2012,Auto,30327,30327,115,3,42800
Volkswagen,Hatchback,08-Apr-2010,5yrs  COE left),5970,115579,740,N.A,N.A,1595,1240,2009,Auto,17802,17802,75,4,29888
BMW,Sports Car,05-Apr-2012,2yrs 17days COE left),36330,110000,4568,80498,67101,4395,1945,2011,Auto,111275,111275,412,4,130000
Hyundai,SUV,27-Mar-2018,8yrs 8days COE left),N.A,N.A,738,N.A,42322,1591,1594,2018,Auto,18063,18063,130,1,N.A
Mercedes-Benz,Sports Car,14-Jun-2011,10yrs  COE left),N.A,N.A,974,N.A,N.A,1796,1685,2011,Auto,54432,54432,135,1,N.A
Honda,SUV,18-Sep-2008,8yrs 5mths 30days COE left),6210,N.A,1452,28393,33377,1997,1540,2008,Auto,24652,24652,110,3,52800
